code_module,code_presentation,id_student,id_site,date
AAA,2013J,346843,546614,22
AAA,2013J,255548,546614,36
AAA,2013J,1938355,546665,70
AAA,2013J,332789,546651,174
AAA,2013J,200860,546654,22
AAA,2013J,183096,546654,10
AAA,2013J,2062879,546657,53
AAA,2013J,2598871,546614,21
AAA,2013J,336207,546614,12
AAA,2013J,167906,546883,240
AAA,2013J,63400,546654,220
AAA,2013J,306897,546650,63
AAA,2013J,2011876,546719,-3
AAA,2013J,77367,546662,-10
AAA,2013J,146188,546644,242
AAA,2013J,1626710,546650,148
AAA,2013J,2639540,546651,173
AAA,2013J,760729,546644,235
AAA,2013J,187100,546655,101
AAA,2013J,174782,546733,23
AAA,2013J,58873,546883,214
AAA,2013J,248270,546986,-2
AAA,2013J,760729,546723,108
AAA,2013J,104476,546654,42
AAA,2013J,258894,546652,-3
AAA,2013J,279572,546652,-9
AAA,2013J,1894188,546682,146
AAA,2013J,2412967,546883,113
AAA,2013J,2523736,546614,10
AAA,2013J,2613116,546732,8
AAA,2013J,282821,546662,-2
AAA,2013J,174782,547009,-10
AAA,2013J,38053,546657,23
AAA,2013J,2557283,546644,219
AAA,2013J,127582,546693,151
AAA,2013J,45642,546738,37
AAA,2013J,187100,546693,143
AAA,2013J,2639641,546614,209
AAA,2013J,58873,546650,112
AAA,2013J,2460080,546614,131
AAA,2013J,2412002,546692,224
AAA,2013J,2516503,546655,70
AAA,2013J,306107,546714,108
AAA,2013J,2358056,546696,112
AAA,2013J,53025,546614,232
AAA,2013J,200860,546723,23
AAA,2013J,137873,546883,135
AAA,2013J,2143752,546614,39
AAA,2013J,164259,546614,59
AAA,2013J,2689958,546655,86
AAA,2013J,71361,546657,40
AAA,2013J,2649826,546650,241
AAA,2013J,312537,546652,3
AAA,2013J,1938355,546883,-4
AAA,2013J,258894,546691,126
AAA,2013J,2479954,546719,55
AAA,2013J,949618,546614,189
AAA,2013J,2516503,546655,82
AAA,2013J,62155,546691,114
AAA,2013J,588775,546614,243
AAA,2013J,129955,546614,18
AAA,2013J,958987,546672,206
AAA,2013J,2122180,546614,50
AAA,2013J,175392,546644,241
AAA,2013J,2578995,546713,191
AAA,2013J,2586560,546614,24
AAA,2013J,258392,546696,110
AAA,2013J,1938355,546732,9
AAA,2013J,392931,546650,224
AAA,2013J,53025,546614,17
AAA,2013J,146188,546669,242
AAA,2013J,2671132,546732,237
AAA,2013J,1765788,546647,37
